Content,Likes,Retweets,Replies,Quotes,Views,Labels,cleaned_sentence,encoded_labels
"@tek_kenya @Environment_Ke @NemaKenya @netfund @PACJA1 @WWF @Greenpeace @kfs @kws @kwta @Fibanda1 @DrAlfredMutua @safaricom @MachakosC @spheelmodels @JustusMMutua Increase revenue @tek_Kenya,@Enviroment_me,@green peace,@Nemakenya",2,1,0,0,0,Neutral,tekkenya EnvironmentKe NemaKenya netfund PACJA1 WWF Greenpeace kfs kws kwta Fibanda1 DrAlfredMutua safaricom MachakosC spheelmodels JustusMMutua Increase revenue tekKenyaEnviromentmegreen peaceNemakenya,6
"Na @safaricom  with billions in profits bado mnataka kuiba 1 bob 
Okoa jahazi ya 1 bob nimetoa wapi 😂😂 https://t.co/zQMchEocVK",0,0,1,0,68,Customer care complaint,Na safaricom with billions in profits bado mnataka kuiba 1 bob Okoa jahazi ya 1 bob nimetoa wapi,0
@SangKip4 @WanjikuReports @safaricom@cocacolacompony i wouldn't mind 😛,0,0,0,0,25,Neutral,SangKip4 WanjikuReports safaricomcocacolacompony i would not mind,6
"@AnneMbugua16 @Safaricom_Care There used to be brands that were very rigid coz they were market leaders nowadays they are struggling. @safaricom learn from Omo, Kimbo, Nokia",1,0,0,0,0,Neutral,AnneMbugua16 SafaricomCare There used to be brands that were very rigid coz they were market leaders nowadays they are struggling safaricom learn from Omo Kimbo Nokia,6
@safaricom,0,0,0,0,10,Neutral,safaricom,6
@SafaricomPLC @PeterNdegwa_ @safaricom 48 hrs elapsed on Sunday. Kindly sort out your inefficiency and send me the correct bill.I need my line back,0,0,0,0,0,Customer care complaint,SafaricomPLC PeterNdegwa safaricom 48 hrs elapsed on Sunday Kindly sort out your inefficiency and send me the correct billI need my line back,0
@safaricom tf mpesa inalia wrong pin,0,0,0,0,28,MPESA complaint,safaricom tf mpesa inalia wrong pin,4
@safaricom hukua na ufala sana mtu anaeza aje save zero🤣🤣🤣💔 https://t.co/0gzAWoiFZY,1,0,0,0,40,Customer care complaint,safaricom hukua na ufala sana mtu anaeza aje save zero,0
@safaricom what is this message am receiving &amp;I haven't subscribed to them? https://t.co/7Kyf2XypTw,0,0,0,0,9,Data protection and privacy concern,safaricom what is this message am receiving ampI have not subscribed to them,1
"@SafaricomPLC I  bought an airtime of ksh 1400 by mistake kindly help to to reverse
0798660182
@safaricom",0,0,0,0,42,Internet or airtime bundle complaint,SafaricomPLC I bought an airtime of ksh 1400 by mistake kindly help to to reverse 0798660182 safaricom,3
"@vivimagero @WanjikuRevolt @safaricom @Safaricom_Care 
@SafaricomPLC",3,0,0,0,0,Neutral,vivimagero WanjikuRevolt safaricom SafaricomCare SafaricomPLC,6
@Safaricom_Care @safaricom @sa https://t.co/c5RFnhpPrO,0,0,0,0,13,Neutral,SafaricomCare safaricom sa,6
@Safaricom_Care @__SelfmadeKE @__whit_ney @_eddiemike @_fels1 @_gatwiri_ @_johnngao @safaricom _care,0,0,0,0,0,Neutral,SafaricomCare SelfmadeKE whitney eddiemike fels1 gatwiri johnngao safaricom care,6
What in the internet is this!!!! @safaricom,0,0,0,0,29,Internet or airtime bundle complaint,What in the internet is this safaricom,3
"@omari_omwaniki @SafaricomPLC @tyrus_ @ZuluMeats @omari_omwaniki were you assisted?if not,kindly text or call me through 0777217891 as @Safaricom fibre agent I'll visit the place.
Send the location plus the building name.
Thank you.",0,0,0,0,0,Customer care complaint,omariomwaniki SafaricomPLC tyrus ZuluMeats omariomwaniki were you assistedif notkindly text or call me through 077217891 as Safaricom fibre agent I will visit the place Send the location plus the building name Thank you,0
@FaibaJTL your service is terrible! If it wasn’t for @Safaricom I wouldn’t be able to partake in online lectures or research for assignments. I’ll be sending my safaricom statements to you for reimbursement.,0,0,0,0,0,Internet or airtime bundle complaint,FaibaJTL your service is terrible If it wasnt for Safaricom I wouldnt be able to partake in online lectures or research for assignments Ill be sending my safaricom statements to you for reimbursement,3
Hey @safaricom how can I get my hands on your NB-IoT sim cards?,0,0,0,0,0,Neutral,Hey safaricom how can I get my hands on your NBIoT sim cards,6
@Safaricom_Care @safaricom why your 1hour data is not working?,0,0,1,0,14,Internet or airtime bundle complaint,SafaricomCare safaricom why your 1hour data is not working,3
@AbsaKenya @safaricom https://t.co/zdm5ua7LwZ,0,0,0,0,0,Neutral,AbsaKenya safaricom,6
"thank you @safaricom for listening to me. only 2 hosts zimebaki and still working. kindly mshughulikie wasee wabuy data tena.
freenet is not an option",11,2,114,6,6353,Internet or airtime bundle complaint,thank you safaricom for listening to me only 2 hosts zimebaki and still working kindly mshughulikie wasee wabuy data tena freenet is not an option,3
"@vivimagero @safaricom @SafaricomPLC  how do I stop safaricom promotional messages?
Every time I use M-pesa I receive promotional messages, is this ethical marketing?",0,0,1,0,0,Data protection and privacy concern,vivimagero safaricom SafaricomPLC how do I stop safaricom promotional messages Every time I use Mpesa I receive promotional messages is this ethical marketing,1
@borrismachogu @safaricom Sawa mzee,1,0,0,0,12,Neutral,borrismachogu safaricom Sawa mzee,6
@User_UVWXYZ @Mbai_Alvin @safaricom Unaeza amua you teach him a lesson and report to the police,4,0,1,0,965,Hate Speech,UserUVWXYZ MbaiAlvin safaricom Unaeza amua you teach him a lesson and report to the police,2
"@DARSIL254 @Assistall @safaricom @LMuleka @Moict @SignsTvKenya Yes, knowing that we have a functional @SignsTvKenya this is a big step
#SignsTV",0,2,0,0,0,Neutral,DARSIL254 Assistall safaricom LMuleka Moict SignsTvKenya Yes knowing that we have a functional SignsTvKenya this is a big step SignsTV,6
@RonnyReagan10 @CA_Kenya @TelkomKenya @AirtelKenya @safaricom It's not registering... It's updating your lines by presenting your identification documents to corroborate information shared when you first acquired the SIM card...in case you did not before :-),2,0,1,0,0,Neutral,RonnyReagan10 CAKenya TelkomKenya AirtelKenya safaricom it is not registering it is updating your lines by presenting your identification documents to corroborate information shared when you first acquired the SIM cardin case you did not before,6
These days @Safaricom 4G internet is slower than it was before 3G.,1,0,0,0,79,Network reliability problem,These days Safaricom 4G internet is slower than it was before 3G,5
"@vickyford @safaricom @vodafone @BritishIntInv @UKinEthiopia Children are dieing of Blockages of food and medicine. 
For 2 years their shutdown of telephone, bank and internet 
Vicky is look business what about the #TigrayGenocide you don't care ?
@BBCNews 
@10DowningStreet https://t.co/x4Y0JXQw2m",0,0,0,0,0,Hate Speech,vickyford safaricom vodafone BritishIntInv UKinEthiopia Children are dieing of Blockages of food and medicine For 2 years their shutdown of telephone bank and internet Vicky is look business what about the TigrayGenocide you do not care BBCNews 10DowningStreet,2
"@SafaricomPLC @safaricom 
#MiakaNendaMiakaRudi",0,0,0,0,0,Neutral,SafaricomPLC safaricom MiakaNendaMiakaRudi,6
"We were delighted to host the @Safaricom PLC ICT team today in an exclusive one-on-one breakfast session, where we delved into cutting-edge solutions from IBM, such as IBM Instana, IBM Qradar, IBM Linux one, and IBM Flash system.  #TBM30 #ServingYou #Tbmlimited https://t.co/2QsztsYDbK",1,1,0,0,112,Neutral,We were delighted to host the Safaricom PLC ICT team today in an exclusive oneonone breakfast session where we delved into cuttingedge solutions from IBM such as IBM Instana IBM Qradar IBM Linux one and IBM Flash system TBM30 ServingYou Tbmlimited,6
@vickyford @safaricom @vodafone @BritishIntInv @UKinEthiopia Looks like history is repeating. Seems the UK govt is overlooking #TigrayGenocide in order to protect its business investments!,0,1,0,0,0,Neutral,vickyford safaricom vodafone BritishIntInv UKinEthiopia Looks like history is repeating Seems the UK govt is overlooking TigrayGenocide in order to protect its business investments,6
"#Kenya local stock index -15%, non-rez sell KSH 15 billion +20% HI. June &lt;$2 million net buy turnaround, blue chip @Safaricom 15 price 2015 level. H2 real estate invest trust rollout, cenbank FX backlog clear. #Tanzania int'l purchase -60%, turnover -1/3 6 mos. #EmergingMarkets",0,0,0,0,68,Neutral,Kenya local stock index 15 nonrez sell KSH 15 billion 20 HI June lt2 million net buy turnaround blue chip Safaricom 15 price 2015 level H2 real estate invest trust rollout cenbank FX backlog clear Tanzania intl purchase 60 turnover 13 6 mos EmergingMarkets,6
@safaricom what's my follow up for Bingwa sokoni BA payments ???????it's now 2weeks since I contacted you guys and nothing has been done,0,0,0,0,0,Customer care complaint,safaricom what is my follow up for Bingwa sokoni BA payments it is now 2weeks since I contacted you guys and nothing has been done,0
@safaricom @paypal  @mpesa The Paypal-Mpesa website has been under maintenance for close to a week now. Any feedback for your clients as to when we can potentially be able to access our money? #paypalmpesa,2,0,2,0,679,MPESA complaint,safaricom paypal mpesa The PaypalMpesa website has been under maintenance for close to a week now Any feedback for your clients as to when we can potentially be able to access our money paypalmpesa,4
@21_Wizards @safaricom Naelekea huko pia wanabore,1,0,0,0,78,Neutral,21Wizards safaricom Naelekea huko pia wanabore,6
Leo pale makadara railway station 🚂 nakwambia tumetendwa vishenzi.kidogo kiturambe.umetoka shughuli na maharaka zako aty ndio uwahi kufikia train ndio ufike nyumbani mapema lkn kufika hapo checkin wanasema mpesa haiwork.msongamano Kila mahali joh.kwani @safaricom mmeamua aje? https://t.co/WAeQDjXW4C,9,4,0,0,169,MPESA complaint,Leo pale makadara railway station nakwambia tumetendwa vishenzikidogo kiturambeumetoka shughuli na maharaka zako aty ndio uwahi kufikia train ndio ufike nyumbani mapema lkn kufika hapo checkin wanasema mpesa haiworkmsongamano Kila mahali johkwani safaricom mmeamua aje,4
@Safaricom_Care @safaricom kindly I can not directly inboxe you since I am not verified by twitter so we have problems with network connection in merti sub county in isiolo county kindly look into it specially in data connection,1,0,1,0,48,Network reliability problem,SafaricomCare safaricom kindly I can not directly inboxe you since I am not verified by twitter so we have problems with network connection in merti sub county in isiolo county kindly look into it specially in data connection,5
@SafaricomPLC @miveksolutions Hello  @safaricom PLC the last time they awarded me free bundles for my birthday i dont even remember f,0,0,1,0,92,Internet or airtime bundle complaint,SafaricomPLC miveksolutions Hello safaricom PLC the last time they awarded me free bundles for my birthday i dont even remember f,3
"@mckendave @ahmednasirlaw @safaricom This data is sold to other companies. 

How on earth would you start geting this kind of sms? 

Enjoy fast loan approval without collateral of up to KSh50,000 in minutes directly to your M-Pesa. Apply now on CashNow app. https://t.co/osAO3wLMlZ STOP *456*9#

@vyroneOchola",2,2,0,0,0,Data protection and privacy concern,mckendave ahmednasirlaw safaricom This data is sold to other companies How on earth would you start geting this kind of sms Enjoy fast loan approval without collateral of up to KSh500 in minutes directly to your MPesa Apply now on CashNow app STOP 4569 vyroneOchola,1
"@tek_kenya @Environment_Ke @NemaKenya @UNEP @netfund @WWF @Greenpeace @kfs @kws @kwta @Fibanda1 @safaricom @OptivenFoundatn @spheelmodels @DrAlfredMutua @MachakosC Climate change through heat stress and
drought stress
Excessive nutrient load and other forms of
pollution
Over-exploitation and unsustainable use

@Nemakenya,@Enviroment,@tek_Kenya,@spheelmodels",4,1,2,0,0,Neutral,tekkenya EnvironmentKe NemaKenya UNEP netfund WWF Greenpeace kfs kws kwta Fibanda1 safaricom OptivenFoundatn spheelmodels DrAlfredMutua MachakosC Climate change through heat stress and drought stress Excessive nutrient load and other forms of pollution Overexploitation and unsustainable use NemakenyaEnviromenttekKenyaspheelmodels,6
"@ledamalekina @safaricom Ukipata jibu , nakuletea mahindi choma",1,1,0,0,0,Neutral,ledamalekina safaricom Ukipata jibu nakuletea mahindi choma,6
😂😂🤭enyewe nyi mnaeza chekesha mtu amejificha...@safaricom mpesa walai tangu last year Bado na enjoy fuliza  ya 0.0 bob 😂fanya maneno banaa nidishi https://t.co/SAm7W5m0Su,2,0,0,0,36,MPESA complaint,enyewe nyi mnaeza chekesha mtu amejifichasafaricom mpesa walai tangu last year Bado na enjoy fuliza ya 00 bob fanya maneno banaa nidishi,4
@Muhorogladys1 @safaricom Sasa niku #BrowseBilaWaas,0,0,0,0,0,Neutral,Muhorogladys1 safaricom Sasa niku BrowseBilaWaas,6
It's a TBT ✨ this was 2021 during the MUKESA Tournament that was sponsored by @Safaricom. Sports help improve the mental health of engineers. There are more to come 🥳. https://t.co/YpIlfgIP7A,16,4,0,0,0,Neutral,it is a TBT this was 2021 during the MUKESA Tournament that was sponsored by Safaricom Sports help improve the mental health of engineers There are more to come,6
@Samuelnyiro3 @toms_vicky @safaricom @Safaricom_ltd and it's not government's either,1,0,0,0,0,Neutral,Samuelnyiro3 tomsvicky safaricom Safaricomltd and it is not governments either,6
"@_fels1 Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",0,0,0,0,5,Neutral,fels1 Use Airtel plzzxxzzsafaricom cut out twitter xsafaricom AIRTELKE elonmusk,6
@WanguiKevin3 @kot @safaricom I'll do,1,0,2,0,52,Neutral,WanguiKevin3 kot safaricom I will do,6
