Content,Likes,Retweets,Replies,Quotes,Views,Date,Labels,chars,words,sentences,Tokenized Text,Lematized Text
nationafrica safaricom we shall reviait,0,0,0,0,20,"June 25, 2024 at 03:39 PM",Neutral,42,8,1,"['nationafrica', 'safaricom', 'we', 'shall', 'reviait']","['nationafrica', 'safaricom', 'we', 'shall', 'reviait']"
safaricom am also boycotting,0,0,0,0,12,"June 25, 2024 at 03:36 PM",Hate Speech,29,5,1,"['safaricom', 'am', 'also', 'boycotting']","['safaricom', 'am', 'also', 'boycotting']"
robertalai airtelke data is doing good safaricomplc home fibre is crap safaricom data is down,0,0,0,0,279,"June 25, 2024 at 03:32 PM",Internet or airtime bundle complaint,102,22,2,"['robertalai', 'airtelke', 'data', 'is', 'doing', 'good', 'safaricomplc', 'home', 'fibre', 'is', 'crap', 'safaricom', 'data', 'is', 'down']","['robertalai', 'airtelke', 'data', 'is', 'doing', 'good', 'safaricomplc', 'home', 'fibre', 'is', 'crap', 'safaricom', 'data', 'is', 'down']"
ambokojh how convinient safaricom,0,0,0,0,21,"June 25, 2024 at 03:32 PM",Neutral,35,6,1,"['ambokojh', 'how', 'convinient', 'safaricom']","['ambokojh', 'how', 'convinient', 'safaricom']"
nationafrica safaricom we are not stupid and we shall revisit,0,0,0,0,3,"June 25, 2024 at 03:29 PM",Hate Speech,63,12,1,"['nationafrica', 'safaricom', 'we', 'are', 'not', 'stupid', 'and', 'we', 'shall', 'revisit']","['nationafrica', 'safaricom', 'we', 'are', 'not', 'stupid', 'and', 'we', 'shall', 'revisit']"
safaricom kenya how come your internet gets affected during protests,0,0,1,0,66,"June 25, 2024 at 03:27 PM",Network reliability problem,77,15,2,"['safaricom', 'kenya', 'how', 'come', 'your', 'internet', 'gets', 'affected', 'during', 'protests']","['safaricom', 'kenya', 'how', 'come', 'your', 'internet', 'get', 'affected', 'during', 'protest']"
mckennamk my safaricom internet is,0,0,0,0,35,"June 25, 2024 at 03:25 PM",Internet or airtime bundle complaint,38,8,1,"['mckennamk', 'my', 'safaricom', 'internet', 'is']","['mckennamk', 'my', 'safaricom', 'internet', 'is']"
you just had to chose today to cut the connectivity to youre in bed with govt hey safaricom fvck you,0,0,0,0,45,"June 25, 2024 at 03:23 PM",Internet or airtime bundle complaint,107,25,1,"['you', 'just', 'had', 'to', 'chose', 'today', 'to', 'cut', 'the', 'connectivity', 'to', 'youre', 'in', 'bed', 'with', 'govt', 'hey', 'safaricom', 'fvck', 'you']","['you', 'just', 'had', 'to', 'chose', 'today', 'to', 'cut', 'the', 'connectivity', 'to', 'youre', 'in', 'bed', 'with', 'govt', 'hey', 'safaricom', 'fvck', 'you']"
omwambake but the cables work when we log in with vpns rightwatu si wajinga safaricomcare safaricom,0,0,0,0,185,"June 25, 2024 at 03:18 PM",Internet or airtime bundle complaint,106,21,1,"['omwambake', 'but', 'the', 'cables', 'work', 'when', 'we', 'log', 'in', 'with', 'vpns', 'rightwatu', 'si', 'wajinga', 'safaricomcare', 'safaricom']","['omwambake', 'but', 'the', 'cable', 'work', 'when', 'we', 'log', 'in', 'with', 'vpns', 'rightwatu', 'si', 'wajinga', 'safaricomcare', 'safaricom']"
mckennamk whats up with safaricom,0,0,0,0,38,"June 25, 2024 at 03:10 PM",Customer care complaint,38,10,1,"['mckennamk', 'whats', 'up', 'with', 'safaricom']","['mckennamk', 'whats', 'up', 'with', 'safaricom']"
safaricom are you deliberately sabotaging uswhats not happeninghave you been threatened too like ktnnewske,0,0,0,0,11,"June 25, 2024 at 03:09 PM",Customer care complaint,111,21,1,"['safaricom', 'are', 'you', 'deliberately', 'sabotaging', 'uswhats', 'not', 'happeninghave', 'you', 'been', 'threatened', 'too', 'like', 'ktnnewske']","['safaricom', 'are', 'you', 'deliberately', 'sabotaging', 'uswhats', 'not', 'happeninghave', 'you', 'been', 'threatened', 'too', 'like', 'ktnnewske']"
mckennamk they are throttling bandwidth i have both data and wifi on and none is working safaricom why,0,0,0,0,116,"June 25, 2024 at 02:54 PM",Network reliability problem,106,22,2,"['mckennamk', 'they', 'are', 'throttling', 'bandwidth', 'i', 'have', 'both', 'data', 'and', 'wifi', 'on', 'and', 'none', 'is', 'working', 'safaricom', 'why']","['mckennamk', 'they', 'are', 'throttling', 'bandwidth', 'i', 'have', 'both', 'data', 'and', 'wifi', 'on', 'and', 'none', 'is', 'working', 'safaricom', 'why']"
is internet speed compromised safaricom,0,0,0,0,105,"June 25, 2024 at 02:54 PM",Network reliability problem,41,7,2,"['is', 'internet', 'speed', 'compromised', 'safaricom']","['is', 'internet', 'speed', 'compromised', 'safaricom']"
05bm44 safaricom obviously,0,0,0,0,348,"June 25, 2024 at 02:45 PM",Neutral,28,5,1,"['05bm44', 'safaricom', 'obviously']","['05bm44', 'safaricom', 'obviously']"
safaricom you might be in bed with the devil in kaunda but hamninunuliangi airtime or bundles rudisha network,0,0,0,0,7,"June 25, 2024 at 02:22 PM",Internet or airtime bundle complaint,112,21,2,"['safaricom', 'you', 'might', 'be', 'in', 'bed', 'with', 'the', 'devil', 'in', 'kaunda', 'but', 'hamninunuliangi', 'airtime', 'or', 'bundles', 'rudisha', 'network']","['safaricom', 'you', 'might', 'be', 'in', 'bed', 'with', 'the', 'devil', 'in', 'kaunda', 'but', 'hamninunuliangi', 'airtime', 'or', 'bundle', 'rudisha', 'network']"
omwambake safaricom tupeeni network,0,0,0,0,20,"June 25, 2024 at 02:16 PM",Network reliability problem,38,6,1,"['omwambake', 'safaricom', 'tupeeni', 'network']","['omwambake', 'safaricom', 'tupeeni', 'network']"
johnallannamu safaricom has shut us down in utawala,0,0,0,0,28,"June 25, 2024 at 02:11 PM",Network reliability problem,53,10,1,"['johnallannamu', 'safaricom', 'has', 'shut', 'us', 'down', 'in', 'utawala']","['johnallannamu', 'safaricom', 'ha', 'shut', 'u', 'down', 'in', 'utawala']"
fuck safaricom,1,0,0,0,39,"June 25, 2024 at 02:00 PM",Hate Speech,15,3,1,"['fuck', 'safaricom']","['fuck', 'safaricom']"
mohamedkomz safaricom why is my twitter slow respond versus other apps eg instagram telegram whatsapp etc,0,0,0,0,24,"June 25, 2024 at 01:56 PM",Network reliability problem,112,22,2,"['mohamedkomz', 'safaricom', 'why', 'is', 'my', 'twitter', 'slow', 'respond', 'versus', 'other', 'apps', 'eg', 'instagram', 'telegram', 'whatsapp', 'etc']","['mohamedkomz', 'safaricom', 'why', 'is', 'my', 'twitter', 'slow', 'respond', 'versus', 'other', 'apps', 'eg', 'instagram', 'telegram', 'whatsapp', 'etc']"
safaricom and the state are doing the thing with the internet slowing it down we have heard the ruto is back at the state house,0,0,0,0,22,"June 25, 2024 at 01:45 PM",Internet or airtime bundle complaint,131,29,3,"['safaricom', 'and', 'the', 'state', 'are', 'doing', 'the', 'thing', 'with', 'the', 'internet', 'slowing', 'it', 'down', 'we', 'have', 'heard', 'the', 'ruto', 'is', 'back', 'at', 'the', 'state', 'house']","['safaricom', 'and', 'the', 'state', 'are', 'doing', 'the', 'thing', 'with', 'the', 'internet', 'slowing', 'it', 'down', 'we', 'have', 'heard', 'the', 'ruto', 'is', 'back', 'at', 'the', 'state', 'house']"
wangecike wakizima safaricom will be answerable,0,0,0,0,8,"June 25, 2024 at 01:35 PM",Customer care complaint,50,8,1,"['wangecike', 'wakizima', 'safaricom', 'will', 'be', 'answerable']","['wangecike', 'wakizima', 'safaricom', 'will', 'be', 'answerable']"
edgarwabwire safaricom is one of it,0,0,0,0,21,"June 25, 2024 at 12:48 PM",Neutral,39,9,1,"['edgarwabwire', 'safaricom', 'is', 'one', 'of', 'it']","['edgarwabwire', 'safaricom', 'is', 'one', 'of', 'it']"
weakspell i dont want banks safaricom and kracorporate invading kenyans privacy i want reasonable taxes across board i want linda mama free education and school feeding programs brought back i want health education and utilities made a right accessible to all kenyans,0,0,0,0,64,"June 25, 2024 at 12:00 PM",Data protection and privacy concern,279,50,1,"['weakspell', 'i', 'dont', 'want', 'banks', 'safaricom', 'and', 'kracorporate', 'invading', 'kenyans', 'privacy', 'i', 'want', 'reasonable', 'taxes', 'across', 'board', 'i', 'want', 'linda', 'mama', 'free', 'education', 'and', 'school', 'feeding', 'programs', 'brought', 'back', 'i', 'want', 'health', 'education', 'and', 'utilities', 'made', 'a', 'right', 'accessible', 'to', 'all', 'kenyans']","['weakspell', 'i', 'dont', 'want', 'bank', 'safaricom', 'and', 'kracorporate', 'invading', 'kenyan', 'privacy', 'i', 'want', 'reasonable', 'tax', 'across', 'board', 'i', 'want', 'linda', 'mama', 'free', 'education', 'and', 'school', 'feeding', 'program', 'brought', 'back', 'i', 'want', 'health', 'education', 'and', 'utility', 'made', 'a', 'right', 'accessible', 'to', 'all', 'kenyan']"
safaricomplc airtelke please work on your money transfer services that is where safaricom have upper hand that is the only issue we want to promote you rejectfinancebill2024,0,0,0,0,3,"June 25, 2024 at 10:37 AM",MPESA complaint,195,36,1,"['safaricomplc', 'airtelke', 'please', 'work', 'on', 'your', 'money', 'transfer', 'services', 'that', 'is', 'where', 'safaricom', 'have', 'upper', 'hand', 'that', 'is', 'the', 'only', 'issue', 'we', 'want', 'to', 'promote', 'you', 'rejectfinancebill2024']","['safaricomplc', 'airtelke', 'please', 'work', 'on', 'your', 'money', 'transfer', 'service', 'that', 'is', 'where', 'safaricom', 'have', 'upper', 'hand', 'that', 'is', 'the', 'only', 'issue', 'we', 'want', 'to', 'promote', 'you', 'rejectfinancebill2024']"
bonifacemwangi 5 peter ndegwa ceo safaricom rejectfnancebll2024,1,0,0,0,57,"June 25, 2024 at 10:33 AM",Neutral,71,11,2,"['bonifacemwangi', '5', 'peter', 'ndegwa', 'ceo', 'safaricom', 'rejectfnancebll2024']","['bonifacemwangi', '5', 'peter', 'ndegwa', 'ceo', 'safaricom', 'rejectfnancebll2024']"
wangecike safaricomplc safaricom nyi ni pia wezi,0,0,0,0,64,"June 25, 2024 at 10:28 AM",Hate Speech,76,13,1,"['wangecike', 'safaricomplc', 'safaricom', 'nyi', 'ni', 'pia', 'wezi']","['wangecike', 'safaricomplc', 'safaricom', 'nyi', 'ni', 'pia', 'wezi']"
khalifkairo safaricomplc safaricom we have seen which side you have chosen well be right back after this be patient,0,0,0,0,44,"June 25, 2024 at 10:28 AM",Neutral,123,24,1,"['khalifkairo', 'safaricomplc', 'safaricom', 'we', 'have', 'seen', 'which', 'side', 'you', 'have', 'chosen', 'well', 'be', 'right', 'back', 'after', 'this', 'be', 'patient']","['khalifkairo', 'safaricomplc', 'safaricom', 'we', 'have', 'seen', 'which', 'side', 'you', 'have', 'chosen', 'well', 'be', 'right', 'back', 'after', 'this', 'be', 'patient']"
khalifkairo safaricomplc safaricom youll suffer,0,0,0,0,6,"June 25, 2024 at 10:20 AM",Hate Speech,51,9,1,"['khalifkairo', 'safaricomplc', 'safaricom', 'youll', 'suffer']","['khalifkairo', 'safaricomplc', 'safaricom', 'youll', 'suffer']"
omwambake the enemy of abduction is safaricom,0,0,0,0,3,"June 25, 2024 at 09:53 AM",Hate Speech,47,9,1,"['omwambake', 'the', 'enemy', 'of', 'abduction', 'is', 'safaricom']","['omwambake', 'the', 'enemy', 'of', 'abduction', 'is', 'safaricom']"
thepemlinkee railaodinga was right boycott safaricom,2,0,0,0,112,"June 25, 2024 at 09:21 AM",Neutral,56,9,1,"['thepemlinkee', 'railaodinga', 'was', 'right', 'boycott', 'safaricom']","['thepemlinkee', 'railaodinga', 'wa', 'right', 'boycott', 'safaricom']"
safaricom tunawajua we will be there after dealing with this mfs,0,0,0,0,4,"June 25, 2024 at 09:20 AM",Hate Speech,65,12,1,"['safaricom', 'tunawajua', 'we', 'will', 'be', 'there', 'after', 'dealing', 'with', 'this', 'mfs']","['safaricom', 'tunawajua', 'we', 'will', 'be', 'there', 'after', 'dealing', 'with', 'this', 'mf']"
magwaz3 safaricom explain why our data is leaking,0,0,0,0,96,"June 25, 2024 at 09:01 AM",Data protection and privacy concern,51,10,1,"['magwaz3', 'safaricom', 'explain', 'why', 'our', 'data', 'is', 'leaking']","['magwaz3', 'safaricom', 'explain', 'why', 'our', 'data', 'is', 'leaking']"
edgarwabwire safaricom,0,0,0,0,31,"June 25, 2024 at 08:42 AM",Neutral,25,4,1,"['edgarwabwire', 'safaricom']","['edgarwabwire', 'safaricom']"
omwambake safaricom reject financial bill period,0,0,0,0,47,"June 25, 2024 at 08:41 AM",Neutral,52,9,1,"['omwambake', 'safaricom', 'reject', 'financial', 'bill', 'period']","['omwambake', 'safaricom', 'reject', 'financial', 'bill', 'period']"
safaricom hawa wanafikiria sisi ni wajinga,0,0,0,0,1,"June 25, 2024 at 08:40 AM",Hate Speech,44,8,1,"['safaricom', 'hawa', 'wanafikiria', 'sisi', 'ni', 'wajinga']","['safaricom', 'hawa', 'wanafikiria', 'sisi', 'ni', 'wajinga']"
fuck u safaricom,0,0,0,0,32,"June 25, 2024 at 08:39 AM",Hate Speech,17,4,1,"['fuck', 'u', 'safaricom']","['fuck', 'u', 'safaricom']"
safaricomplc this is hot air safaricom is a beneficiary of the billions set aside for mpigs airtime monthly safaricomplc safaricomcare lets be realistic theres no privacy when you cant handle the conmen harassing your customers day in day out rejectfinancebill2024,0,0,0,0,45,"June 25, 2024 at 08:38 AM",Customer care complaint,282,50,1,"['safaricomplc', 'this', 'is', 'hot', 'air', 'safaricom', 'is', 'a', 'beneficiary', 'of', 'the', 'billions', 'set', 'aside', 'for', 'mpigs', 'airtime', 'monthly', 'safaricomplc', 'safaricomcare', 'lets', 'be', 'realistic', 'theres', 'no', 'privacy', 'when', 'you', 'cant', 'handle', 'the', 'conmen', 'harassing', 'your', 'customers', 'day', 'in', 'day', 'out', 'rejectfinancebill2024']","['safaricomplc', 'this', 'is', 'hot', 'air', 'safaricom', 'is', 'a', 'beneficiary', 'of', 'the', 'billion', 'set', 'aside', 'for', 'mpigs', 'airtime', 'monthly', 'safaricomplc', 'safaricomcare', 'let', 'be', 'realistic', 'there', 'no', 'privacy', 'when', 'you', 'cant', 'handle', 'the', 'conmen', 'harassing', 'your', 'customer', 'day', 'in', 'day', 'out', 'rejectfinancebill2024']"
boycott safaricom,0,0,0,0,15,"June 25, 2024 at 08:34 AM",Hate Speech,18,3,1,"['boycott', 'safaricom']","['boycott', 'safaricom']"
kabetes alikomaster safaricom you have a missed call,0,0,0,0,192,"June 25, 2024 at 08:19 AM",Neutral,55,11,1,"['kabetes', 'alikomaster', 'safaricom', 'you', 'have', 'a', 'missed', 'call']","['kabetes', 'alikomaster', 'safaricom', 'you', 'have', 'a', 'missed', 'call']"
bozgabi safaricom safaricom is our biggest enemy war is war now just retweet widely rejectfinancebill2024 ask butita,4,1,0,0,128,"June 25, 2024 at 08:17 AM",Hate Speech,127,24,3,"['bozgabi', 'safaricom', 'safaricom', 'is', 'our', 'biggest', 'enemy', 'war', 'is', 'war', 'now', 'just', 'retweet', 'widely', 'rejectfinancebill2024', 'ask', 'butita']","['bozgabi', 'safaricom', 'safaricom', 'is', 'our', 'biggest', 'enemy', 'war', 'is', 'war', 'now', 'just', 'retweet', 'widely', 'rejectfinancebill2024', 'ask', 'butita']"
omwambake the problem is not even safaricom sometimes corporates avoid standing for the truth to avoid being at crossroad with the government the truth is this has always been happening rejectfinancebill2024,0,0,0,0,191,"June 25, 2024 at 08:13 AM",Neutral,214,36,3,"['omwambake', 'the', 'problem', 'is', 'not', 'even', 'safaricom', 'sometimes', 'corporates', 'avoid', 'standing', 'for', 'the', 'truth', 'to', 'avoid', 'being', 'at', 'crossroad', 'with', 'the', 'government', 'the', 'truth', 'is', 'this', 'has', 'always', 'been', 'happening', 'rejectfinancebill2024']","['omwambake', 'the', 'problem', 'is', 'not', 'even', 'safaricom', 'sometimes', 'corporates', 'avoid', 'standing', 'for', 'the', 'truth', 'to', 'avoid', 'being', 'at', 'crossroad', 'with', 'the', 'government', 'the', 'truth', 'is', 'this', 'ha', 'always', 'been', 'happening', 'rejectfinancebill2024']"
kimuzi safaricom tunawamulika na kuwatoka is very simple,0,0,0,0,1,"June 25, 2024 at 08:09 AM",Customer care complaint,59,10,1,"['kimuzi', 'safaricom', 'tunawamulika', 'na', 'kuwatoka', 'is', 'very', 'simple']","['kimuzi', 'safaricom', 'tunawamulika', 'na', 'kuwatoka', 'is', 'very', 'simple']"
kabetes we shall revisit safaricomcare safaricom rejectfinancebill2024,4,3,0,0,1190,"June 25, 2024 at 08:06 AM",Neutral,76,11,1,"['kabetes', 'we', 'shall', 'revisit', 'safaricomcare', 'safaricom', 'rejectfinancebill2024']","['kabetes', 'we', 'shall', 'revisit', 'safaricomcare', 'safaricom', 'rejectfinancebill2024']"
boycott safaricom rejectfinancebill2024,0,0,0,0,26,"June 25, 2024 at 08:05 AM",Hate Speech,43,5,1,"['boycott', 'safaricom', 'rejectfinancebill2024']","['boycott', 'safaricom', 'rejectfinancebill2024']"
wangecike hudumamanda safaricomplc reject reject safaricom,0,0,0,0,58,"June 25, 2024 at 07:58 AM",Neutral,66,10,1,"['wangecike', 'hudumamanda', 'safaricomplc', 'reject', 'reject', 'safaricom']","['wangecike', 'hudumamanda', 'safaricomplc', 'reject', 'reject', 'safaricom']"
khalifkairo safaricomplc boycott safaricom,2,0,0,0,35,"June 25, 2024 at 07:40 AM",Hate Speech,45,7,1,"['khalifkairo', 'safaricomplc', 'boycott', 'safaricom']","['khalifkairo', 'safaricomplc', 'boycott', 'safaricom']"
atwoliiya we shall revisit safaricom,0,0,0,0,4,"June 25, 2024 at 07:38 AM",Neutral,38,7,1,"['atwoliiya', 'we', 'shall', 'revisit', 'safaricom']","['atwoliiya', 'we', 'shall', 'revisit', 'safaricom']"
khalifkairo safaricomplc the enemy is safaricom bycott safaricom,10,2,0,0,790,"June 25, 2024 at 07:33 AM",Hate Speech,68,12,1,"['khalifkairo', 'safaricomplc', 'the', 'enemy', 'is', 'safaricom', 'bycott', 'safaricom']","['khalifkairo', 'safaricomplc', 'the', 'enemy', 'is', 'safaricom', 'bycott', 'safaricom']"
nishahamia tel com safaricom youbshould remember you are not a monopoly boycotsafaricom,0,0,0,0,14,"June 25, 2024 at 07:32 AM",Internet or airtime bundle complaint,89,14,1,"['nishahamia', 'tel', 'com', 'safaricom', 'youbshould', 'remember', 'you', 'are', 'not', 'a', 'monopoly', 'boycotsafaricom']","['nishahamia', 'tel', 'com', 'safaricom', 'youbshould', 'remember', 'you', 'are', 'not', 'a', 'monopoly', 'boycotsafaricom']"
kimuzi safaricom boycottsafaricom,1,0,0,0,78,"June 25, 2024 at 07:22 AM",Hate Speech,38,6,1,"['kimuzi', 'safaricom', 'boycottsafaricom']","['kimuzi', 'safaricom', 'boycottsafaricom']"
khalifkairo safaricom we shall revisit you soon maubwa nyinyi,0,0,0,0,32,"June 25, 2024 at 07:21 AM",Hate Speech,63,11,1,"['khalifkairo', 'safaricom', 'we', 'shall', 'revisit', 'you', 'soon', 'maubwa', 'nyinyi']","['khalifkairo', 'safaricom', 'we', 'shall', 'revisit', 'you', 'soon', 'maubwa', 'nyinyi']"
we shall revisit safaricom you are providing accurate data to enemies enabling abductions of the youths rejectfinancebill2024,0,0,0,0,18,"June 25, 2024 at 07:08 AM",Data protection and privacy concern,130,21,2,"['we', 'shall', 'revisit', 'safaricom', 'you', 'are', 'providing', 'accurate', 'data', 'to', 'enemies', 'enabling', 'abductions', 'of', 'the', 'youths', 'rejectfinancebill2024']","['we', 'shall', 'revisit', 'safaricom', 'you', 'are', 'providing', 'accurate', 'data', 'to', 'enemy', 'enabling', 'abduction', 'of', 'the', 'youth', 'rejectfinancebill2024']"
safaricomplc honeyfarsafi dealing with safaricom is easieron fridaywe shall visit there costomer care offices countrywide,1,0,0,0,207,"June 25, 2024 at 07:04 AM",Customer care complaint,134,22,1,"['safaricomplc', 'honeyfarsafi', 'dealing', 'with', 'safaricom', 'is', 'easieron', 'fridaywe', 'shall', 'visit', 'there', 'costomer', 'care', 'offices', 'countrywide']","['safaricomplc', 'honeyfarsafi', 'dealing', 'with', 'safaricom', 'is', 'easieron', 'fridaywe', 'shall', 'visit', 'there', 'costomer', 'care', 'office', 'countrywide']"
grincuckatoo safaricom airtelke are you in nairobi,0,0,0,0,51,"June 25, 2024 at 06:47 AM",Neutral,55,11,1,"['grincuckatoo', 'safaricom', 'airtelke', 'are', 'you', 'in', 'nairobi']","['grincuckatoo', 'safaricom', 'airtelke', 'are', 'you', 'in', 'nairobi']"
khalifkairo safaricom plc is a collaborator of the oppressors,0,0,0,0,18,"June 25, 2024 at 06:43 AM",Hate Speech,64,12,1,"['khalifkairo', 'safaricom', 'plc', 'is', 'a', 'collaborator', 'of', 'the', 'oppressors']","['khalifkairo', 'safaricom', 'plc', 'is', 'a', 'collaborator', 'of', 'the', 'oppressor']"
jestersirr safaricom just get airtelke 5g router unlimited plan,0,0,1,0,100,"June 25, 2024 at 06:37 AM",Internet or airtime bundle complaint,69,13,1,"['jestersirr', 'safaricom', 'just', 'get', 'airtelke', '5g', 'router', 'unlimited', 'plan']","['jestersirr', 'safaricom', 'just', 'get', 'airtelke', '5g', 'router', 'unlimited', 'plan']"
fuck safaricom,0,0,0,0,17,"June 25, 2024 at 06:33 AM",Hate Speech,15,3,1,"['fuck', 'safaricom']","['fuck', 'safaricom']"
honeyfarsafi safaricomplc safaricom youll not believe,0,0,0,0,22,"June 25, 2024 at 06:23 AM",Neutral,57,10,1,"['honeyfarsafi', 'safaricomplc', 'safaricom', 'youll', 'not', 'believe']","['honeyfarsafi', 'safaricomplc', 'safaricom', 'youll', 'not', 'believe']"
safaricom disregard the above,0,0,0,0,18,"June 25, 2024 at 05:54 AM",Neutral,31,6,1,"['safaricom', 'disregard', 'the', 'above']","['safaricom', 'disregard', 'the', 'above']"
