Content,Cleaned_Text
"@AIRTEL_KE Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@KhalifKairo @SafaricomPLC Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk @FrancisKalifat",Use Airtel plzzxxzzsafaricom cut out twitter x
"@KhalifKairo @SafaricomPLC Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@Naomikibandi Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@omwambaKE Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
The monopoly that @safaricom enjoys in this country is a very big threat to national security...,The monopoly that enjoys in this country is a very big threat to national security
@ian_kimaru I repeat. @Safaricom be warned,I repeat be warned
"@WMnyoki @WaruiJohn2 Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@steve_hanke Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@MigunaMiguna Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@Psychosins__ Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@Psychosins__ Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk @Psychosins__",Use Airtel plzzxxzzsafaricom cut out twitter x
"@Fiendlyg Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@ItsMutai Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@UDAPartyKe Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
@Safaricom we know your plans remember Airtel it's also a better option,we know your plans remember Airtel it is also a better option
@droid254 Way to go. This is our next hashtag! @safaricom and most government parastatsls are just for cartels in the government. Airtel up your game aki.,Way to go This is our next hashtag! and most government parastatsls are just for cartels in the government Airtel up your game aki
"@elonmusk Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
We move to @airtel. @safaricom we know what you are doing with the internet,We move to we know what you are doing with the internet
@omwambaKE Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE,Use Airtel plzzxxzzsafaricom cut out twitter x
@Psychosins__ Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE,Use Airtel plzzxxzzsafaricom cut out twitter x
@HonSteveMbogo Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE,Use Airtel plzzxxzzsafaricom cut out twitter x
@ntvkenya SAFARICOM  @safaricom is an ENABLER of repression.,SAFARICOM is an ENABLER of repression
@ntvkenya @safaricom buana watu sio wajinga,buana watu sio wajinga
"Boycott @safaricom guys
#RejectFinanceBill2024",Boycott guys RejectFinanceBill
@safaricom kwendeni uko kabisa nkt,kwendeni uko kabisa nkt
Fuck! Nalipia @safaricom internet na hivi ndio wananitreat! Walai we will never forget #RejectFinanceBill2024,Fuck! Nalipia internet na hivi ndio wananitreat! Walai we will never forget RejectFinanceBill
@KhalifKairo @safaricom Wanaslow fibre na wanatupima ni cable ikona shida...hawajui tumejua Ruto akona shares uko🤧🤧,Wanaslow fibre na wanatupima ni cable ikona shidahawajui tumejua Ruto akona shares uko
@johnallannamu Na @safaricom wanadai ni undersea cable,Na wanadai ni undersea cable
@omwambaKE @Safaricom fibre has been off from 9am and no compensation from them. It's clearly deliberate.,fibre has been off from am and no compensation from them Its clearly deliberate
@safaricom needs to be ditched like today. Withdraw your funds. #rejectWILLIAMRUTO #rejectWESTERNAGENDA #REJECTIMFANDWORLDBANKLOANS   or go broke,needs to be ditched like today Withdraw your funds rejectWILLIAMRUTO rejectWESTERNAGENDA REJECTIMFANDWORLDBANKLOANS or go broke
@erastus_mwanzia @xtiandela @elonmusk @Starlink @safaricom We don't care they can be hired elsewhere.,We do not care they can be hired elsewhere
"My kids show on youtube is working quite well, but somehow news channels are buffing and twitter is snailing up. Not buying that undersea cable story from @safaricom any way #RejectFinanceBill2024",My kids show on youtube is working quite well but somehow news channels are buffing and twitter is snailing up Not buying that undersea cable story from any way RejectFinanceBill
How good is airtel money ju @safaricom is shitt na hao ndio wa kwanza kuzima internet and had cops calling me ovyo ovyo kunitishia,How good is airtel money ju is shitt na hao ndio wa kwanza kuzima internet and had cops calling me ovyo ovyo kunitishia
@edgarwabwire_ @safaricom,
"@xtiandela @elonmusk @Starlink No, we can streamline @Safaricom and they behave. We can protect the employment of our brothers since Starlink does not provide employment to many youths.",No we can streamline and they behave We can protect the employment of our brothers since Starlink does not provide employment to many youths
@Safaricom_Care The M-pesa App should work with wifi even for first time user I changed my phone and I am outside kenya and cause of that I can't use the app again I need to have data access.. this is bad @Safaricom-Care you need to act on this,The Mpesa App should work with wifi even for first time user I changed my phone and I am outside kenya and cause of that I cannot use the app again I need to have data access this is bad Care you need to act on this
"@lindahoguttu We know the game @safaricom Ruto did this for the last two years, mtashuka tu nyinyi pia",We know the game Ruto did this for the last two years mtashuka tu nyinyi pia
@NationAfrica @safaricom u don't have undersea cables of your own 🙌😂watu siyo wajinga bana,u do not have undersea cables of your own watu siyo wajinga bana
@safaricom siku ya maandamano and mass killing of protestors ndio all of a sudden WiFi haifanyi na sijui wires ziko chini ya Maji zimespoil...we will not forget,siku ya maandamano and mass killing of protestors ndio all of a sudden WiFi haifanyi na sijui wires ziko chini ya Maji zimespoilwe will not forget
@omwambaKE Tutawatembelea @safaricom,Tutawatembelea
Mpesa down. Fuck you @Safaricom,Mpesa down Fuck you
@NationAfrica @safaricom we shall reviait.,we shall reviait
@safaricom am also boycotting,am also boycotting
"@RobertAlai @AIRTEL_KE  data is doing good. @SafaricomPLC home fibre is crap, @Safaricom data is down.",data is doing good home fibre is crap data is down
@AmbokoJH How convinient @safaricom,How convinient
@NationAfrica @safaricom we are not stupid and we shall revisit,we are not stupid and we shall revisit
"@safaricom Kenya, How come your internet gets affected during protests??
😳😳👀👀",Kenya How come your internet gets affected during protests?
@MckennaMK My @safaricom internet is 💩,My internet is
"You just had to chose today to cut the connectivity to 🇰🇪, you're in bed with govt, hey @safaricom FVCK YOU",You just had to chose today to cut the connectivity to you are in bed with govt hey FVCK YOU
@omwambaKE But the cables work when we log in with VPNs right...watu si wajinga @Safaricom_Care @safaricom,But the cables work when we log in with VPNs rightwatu si wajinga
@MckennaMK What’s up with @safaricom…?,Whats up with ?
@safaricom are you deliberately sabotaging us?what's not happening?have you been threatened too like @KTNNewsKE,are you deliberately sabotaging us?what is not happening?have you been threatened too like
@MckennaMK They are throttling bandwidth I have both data and WiFi on and none is working @safaricom why??,They are throttling bandwidth I have both data and WiFi on and none is working why?
Is Internet speed compromised? @safaricom,Is Internet speed compromised?
@05BM44 @Safaricom obviously,obviously
"@safaricom, you might be in bed with the devil in Kaunda but hamninunuliangi airtime or bundles. Rudisha network",you might be in bed with the devil in Kaunda but hamninunuliangi airtime or bundles Rudisha network
@omwambaKE @safaricom  tupeeni network,tupeeni network
@johnallannamu @safaricom has shut us down in Utawala,has shut us down in Utawala
Fuck @safaricom,Fuck
"@mohamedkomz @safaricom why is my twitter slow respond versus other apps e.g. Instagram, Telegram, WhatsApp etc.",why is my twitter slow respond versus other apps eg Instagram Telegram WhatsApp etc
@safaricom and the state are doing the thing with the internet. Slowing it down. We have heard the Ruto is back at the state house.,and the state are doing the thing with the internet Slowing it down We have heard the Ruto is back at the state house
@wangecike_ wakizima @Safaricom will be answerable,wakizima will be answerable
@edgarwabwire_ @Safaricom is one of it.,is one of it
"@weak_spell I don't want Banks, @safaricom and @KRACorporate  invading Kenyans privacy 
I want reasonable taxes across board
I want linda mama, free education and school feeding programs brought back 
I want health, education and utilities made a right accessible to all Kenyan's",I do not want Banks and invading Kenyans privacy I want reasonable taxes across board I want linda mama free education and school feeding programs brought back I want health education and utilities made a right accessible to all Kenyans
"@SafaricomPLC @AIRTEL_KE  , please work on your money transfer  services , that is where  @safaricom have upper hand ...that is the only issue ....we want to promote you ...#RejectFinanceBill2024",please work on your money transfer services that is where have upper hand that is the only issue we want to promote you RejectFinanceBill
"@bonifacemwangi 5.  Peter Ndegwa- CEO @safaricom
#REJECTFİNANCEBİLL2024",Peter Ndegwa CEO REJECTFNANCEBLL
@wangecike_ @SafaricomPLC @safaricom nyi ni pia wezi https://t.co/gesrmn98Ym,nyi ni pia wezi
@KhalifKairo @SafaricomPLC @safaricom we have seen which side you have chosen ... we'll be right back after this be patient,we have seen which side you have chosen we will be right back after this be patient
@KhalifKairo @SafaricomPLC @Safaricom you'll suffer,you will suffer
@omwambaKE The enemy of abduction is @safaricom,The enemy of abduction is
"@ThepemlinKee @RailaOdinga Was right 
Boycott @safaricom",Was right Boycott
@SAFARICOM TUNAWAJUA WE WILL BE THERE AFTER DEALING WITH THIS MFs,TUNAWAJUA WE WILL BE THERE AFTER DEALING WITH THIS MFs
@magwaz3 @safaricom explain why our data is leaking,explain why our data is leaking
@edgarwabwire_ @safaricom,
@omwambaKE @safaricom # reject financial bill period,reject financial bill period
@safaricom hawa wanafikiria sisi ni wajinga!,hawa wanafikiria sisi ni wajinga!
Fuck u @safaricom,Fuck u
"@SafaricomPLC This is hot air...
@Safaricom is a beneficiary of the billions set aside for M-pigs airtime monthly...
@SafaricomPLC 
@Safaricom_Care 
Let's be realistic there's no privacy when you can't handle the conmen harassing your customers day in day out
#RejectFinanceBill2024",This is hot air is a beneficiary of the billions set aside for Mpigs airtime monthly Lets be realistic there is no privacy when you cannot handle the conmen harassing your customers day in day out RejectFinanceBill
